,Unnamed: 0,index,Número d'expedient,Codi_districte,Nom_districte,NK barri,Nom_barri,Codi_carrer,Nom_carrer,Num_postal,Descripcio_dia_setmana,Dia_setmana,Descripcio_tipus_dia,NK Any,Mes_any,Nom_mes,Dia_mes,Hora_dia,Descripcio_torn,Descripció causa vianant_y,Numero_morts,Numero_lesionats_lleus,Numero_lesionats_greus,Numero_victimes,Numero_vehicles_implicats,Coordenada_UTM_Y,Coordenada_UTM_X,Desc. Tipus vehicle implicat,Descripció victimització,Descripció sexe,Descripció tipus persona,Edat,Descripció causa mediata,Descripció tipus accident,Descripció causa vianant,Descripció tipus de vehicle,Descripció model,Descripció marca,Descripció color,Descripció carnet,Latitud,Longitud,Codi_barri,Num_postal_caption,Longitud_WGS84,Latitud_WGS84,Bicycles,Date,Latitude,Longitude
0,16,6016,2010S000017,4.0,Les Corts,42-4-20,la Maternitat i Sant Ramon,144601.0,Diagonal,0653 0659,Dissabte,6,Laboral,2010,1,Gener,2,18,Tarda,No és causa del  vianant,0.0,1.0,0.0,1.0,2.0,4581756.34,425678.59,Bicicleta,Ferit lleu,Home,Conductor,41,No hi ha causa mediata,Col.lisi¢ fronto-lateral,No s causa del  vianant; No s causa del  vianant,Bicicleta; Turismo,Desconegut; 206,Desconegut; PEUGEOT,Negre; Gris,Desconegut; B,,,,,,,1,2010-02-01 18:00:00,41.38205334035743,2.1100182865355235
1,24,4356,2010S000025,5.0,Sarrià-Sant Gervasi,51-5-26,Sant Gervasi - Galvany,28000.0,Augusta,0013 0015,Diumenge,7,Laboral,2010,1,Gener,3,10,Matí,No és causa del  vianant,0.0,1.0,0.0,1.0,2.0,4583150.66,429336.91,Bicicleta,Ferit lleu,Home,Conductor,36,No hi ha causa mediata,Col.lisi¢ fronto-lateral,No s causa del  vianant; No s causa del  vianant,Bicicleta; Turismo,Desconegut; FOCUS,Desconegut; FORD,Negre; Vermell,Desconegut; B,,,,,,,1,2010-03-01 10:00:00,41.39494132372752,2.153605060377963
2,35,1829,2010S000036,2.0,Eixample,23-2-8,l'Antiga Esquerra de l'Eixample,350308.0,València,0167 0167,Diumenge,7,Laboral,2010,1,Gener,3,19,Tarda,No és causa del  vianant,0.0,1.0,0.0,1.0,2.0,4582222.48,429561.73,Bicicleta,Ferit lleu,Dona,Conductor,20,No hi ha causa mediata,Col.lisi¢ fronto-lateral,No s causa del  vianant; No s causa del  vianant,Bicicleta; Turismo,Desconegut; RUNNER,DECATHLON; TOYOTA,Gris; Verd,Desconegut; B,,,,,,,1,2010-03-01 19:00:00,41.38660114467955,2.156402200284562
3,66,3044,2010S000067,2.0,Eixample,24-2-7,la Dreta de l'Eixample,247659.0,Pau Claris,0166 0166,Dimarts,2,Laboral,2010,1,Gener,5,8,Matí,No és causa del  vianant; No és causa del  vianant,0.0,2.0,0.0,2.0,2.0,4582973.69,430108.92,Bicicleta; Motocicleta,Ferit lleu; Ferit lleu,Home; Home,Conductor; Conductor,46; 46,No hi ha causa mediata,Caiguda (dues rodes); Abast,No s causa del  vianant; No s causa del  vianant,Bicicleta; Motocicleta,Desconegut; SQ 125,BICING; DAELIM,Vermell; Gris,Desconegut; A1,,,,,,,1,2010-05-01 08:00:00,41.39341508926386,2.162859435963304
4,113,6263,2010S000114,10.0,Sant Martí,103-10-71,Provençals del Poblenou,253902.0,Perú,0101 0101,Dijous,4,Laboral,2010,1,Gener,7,15,Tarda,No és causa del  vianant,0.0,1.0,0.0,1.0,2.0,4584398.60,432771.03,Bicicleta,Ferit lleu,Home,Conductor,29,No hi ha causa mediata,Col.lisi¢ fronto-lateral,No s causa del  vianant; No s causa del  vianant,Turismo; Bicicleta,106; Desconegut,PEUGEOT; Desconegut,Blanc; Gris,B; Desconegut,,,,,,,1,2010-07-01 15:00:00,41.40647670930773,2.194541407440492
5,133,2252,2010S000134,10.0,Sant Martí,101-10-64,el Camp de l'Arpa del Clot,191204.0,Mallorca,0556 0556,Divendres,5,Laboral,2010,1,Gener,8,14,Tarda,No és causa del  vianant,0.0,1.0,0.0,1.0,2.0,4584509.37,431738.90,Bicicleta,Ferit lleu,Home,Conductor,37,No hi ha causa mediata,Col.lisi¢ lateral,No s causa del  vianant; No s causa del  vianant,Bicicleta; Turismo,Desconegut; 206,Desconegut; PEUGEOT,Blau; Blau,Desconegut; B,,,,,,,1,2010-08-01 14:00:00,41.40738716382336,2.1821814734908744
6,138,6799,2010S000139,9.0,Sant Andreu,92-9-60,Sant Andreu,279804.0,Residència,0001 0001,Divendres,5,Laboral,2010,1,Gener,8,15,Tarda,No és causa del  vianant,0.0,1.0,0.0,1.0,2.0,4587899.52,432474.34,Bicicleta,Ferit lleu,Home,Conductor,19,No hi ha causa mediata,Col.lisi¢ fronto-lateral,No s causa del  vianant; No s causa del  vianant,Bicicleta; Turismo,Desconegut; FR-V,Desconegut; HONDA,Violeta; Gris,Desconegut; B,,,,,,,1,2010-08-01 15:00:00,41.43798362014167,2.190600192891325
7,141,3538,2010S000142,2.0,Eixample,21-2-10,Sant Antoni,169409.0,Corts Catalanes,0534 0534,Divendres,5,Laboral,2010,1,Gener,8,17,Tarda,No és causa del  vianant,0.0,1.0,0.0,1.0,1.0,4581554.22,429716.97,Bicicleta,Ferit lleu,Home,Conductor,40,No hi ha causa mediata,Caiguda (dues rodes),No s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,,,,,,,1,2010-08-01 17:00:00,41.38059597786473,2.158336147942608
8,161,5506,2010S000162,5.0,Sarrià-Sant Gervasi,53-5-27,el Putxet i el Farró,179708.0,Lincoln,0040 0040,Dissabte,6,Laboral,2010,1,Gener,9,14,Tarda,No és causa del  vianant,0.0,1.0,0.0,1.0,2.0,4583737.95,428754.55,Bicicleta,Ferit lleu,Home,Conductor,14,No hi ha causa mediata,Col.lisi¢ fronto-lateral,No s causa del  vianant; No s causa del  vianant,Turismo; Bicicleta,IBIZA; Desconegut,SEAT; Desconegut,Verd; Desconegut,B; Desconegut,,,,,,,1,2010-09-01 14:00:00,41.40017947272919,2.146570229653689
9,213,3510,2010S000214,2.0,Eixample,21-2-10,Sant Antoni,114000.0,Espanya,0001 0001,Dilluns,1,Laboral,2010,1,Gener,11,17,Tarda,No és causa del  vianant,0.0,1.0,0.0,1.0,1.0,4580780.86,428950.55,Bicicleta,Ferit lleu,Home,Conductor,29,No hi ha causa mediata,Caiguda (dues rodes),No s causa del  vianant,Bicicleta,Desconegut,GIANTCO,Gris,Desconegut,,,,,,,1,2010-11-01 17:00:00,41.373563005641756,2.1492615835382103
10,251,3433,2010S000252,10.0,Sant Martí,103-10-71,Provençals del Poblenou,200600.0,Marroc,0075 0081,Dimecres,3,Laboral,2010,1,Gener,13,0,Nit,No és causa del  vianant,0.0,1.0,0.0,1.0,2.0,4584477.78,433248.54,Bicicleta,Ferit lleu,Dona,Conductor,26,No hi ha causa mediata,Col.lisi¢ fronto-lateral,No s causa del  vianant; No s causa del  vianant,Bicicleta; Turismo,Desconegut; 207,Desconegut; PEUGEOT,Blanc; Platejat,Desconegut; B,,,,,,,1,2010-01-13 00:00:00,41.407229768324825,2.200245139564355
11,292,5931,2010S000293,3.0,Sants-Montjuïc,31-3-11,el Poble Sec,61107.0,Pedreres,0027 0029,Dijous,4,Laboral,2010,1,Gener,14,14,Tarda,No és causa del  vianant,0.0,1.0,0.0,1.0,2.0,4580508.11,429691.73,Bicicleta,Ferit lleu,Home,Conductor,38,No hi ha causa mediata,Col.lisi¢ fronto-lateral,No s causa del  vianant; No s causa del  vianant,Furgoneta; Bicicleta,EXPRESS; Desconegut,RENAULT; Desconegut,Vermell; Blau,B; Desconegut,,,,,,,1,2010-01-14 14:00:00,41.37117177819459,2.158155446611436
12,338,6333,2010S000339,2.0,Eixample,22-2-9,la Nova Esquerra de l'Eixample,54509.0,Calàbria,0115 0117,Divendres,5,Laboral,2010,1,Gener,15,20,Tarda,No és causa del  vianant,0.0,1.0,0.0,1.0,2.0,4581315.37,429268.76,Bicicleta,Ferit lleu,Home,Conductor,13,No hi ha causa mediata,Col.lisi¢ fronto-lateral,No s causa del  vianant; No s causa del  vianant,Turismo; Bicicleta,KA; Desconegut,FORD; BICING,Verd; Vermell,B; Desconegut,,,,,,,1,2010-01-15 20:00:00,41.37840530074124,2.1530041605388446
13,343,6268,2010S000344,10.0,Sant Martí,104-10-68,el Poblenou,332000.0,Taulat,0113 0115,Dissabte,6,Laboral,2010,1,Gener,16,1,Nit,No és causa del  vianant,0.0,1.0,0.0,1.0,2.0,4583440.16,433630.51,Bicicleta,Ferit lleu,Home,Conductor,19,No hi ha causa mediata,Col.lisi¢ lateral,No s causa del  vianant; No s causa del  vianant,Bicicleta; Motocicleta,Desconegut; Desconegut,Desconegut; Desconegut,Desconegut; Desconegut,Desconegut; Desconegut,,,,,,,1,2010-01-16 01:00:00,41.3979159240565,2.204928799870671
14,409,8188,2010S000410,2.0,Eixample,25-2-6,la Sagrada Família,178308.0,Lepant,0301 0301,Dimarts,2,Laboral,2010,1,Gener,19,7,Matí,No és causa del  vianant,0.0,1.0,0.0,1.0,2.0,4584189.84,430964.50,Bicicleta,Ferit lleu,Home,Conductor,41,No hi ha causa mediata,Col.lisi¢ fronto-lateral,No s causa del  vianant; No s causa del  vianant,Bicicleta; Turismo,Desconegut; SCENIC,Desconegut; RENAULT,Altres; Vermell,Desconegut; B,,,,,,,1,2010-01-19 07:00:00,41.40444290566982,2.1729537207651703
15,489,7480,2010S000490,1.0,Ciutat Vella,12-1-2,el Barri Gòtic,177101.0,Laietana,0069 0069,Dijous,4,Laboral,2010,1,Gener,21,11,Matí,No és causa del  vianant,0.0,1.0,0.0,1.0,2.0,4582166.65,430867.69,Bicicleta,Ferit lleu,Home,Conductor,34,No hi ha causa mediata,Col.lisi¢ lateral,No s causa del  vianant; No s causa del  vianant,Bicicleta; Turismo,Desconegut; Desconegut,BICING; Desconegut,Vermell; Desconegut,Desconegut; Desconegut,,,,,,,1,2010-01-21 11:00:00,41.38621206450119,2.1720270344326615
16,491,3048,2010S000492,2.0,Eixample,24-2-7,la Dreta de l'Eixample,305100.0,Sant Joan,0052 0052,Dijous,4,Laboral,2010,1,Gener,21,14,Tarda,No és causa del  vianant,0.0,1.0,0.0,1.0,2.0,4583065.80,430974.32,Bicicleta,Ferit lleu,Dona,Conductor,45,No hi ha causa mediata,Col.lisi¢ lateral,No s causa del  vianant; No s causa del  vianant,Bicicleta; Turismo,Desconegut; SIERRA,Desconegut; FORD,Desconegut; Blanc,Desconegut; B,,,,,,,1,2010-01-21 14:00:00,41.394319730038376,2.173199634171919
17,511,5760,2010S000512,1.0,Ciutat Vella,14-1-4,"Sant Pere, Santa Caterina i la Ribera",276908.0,Rec,0044 0044,Divendres,5,Laboral,2010,1,Gener,22,10,Matí,No és causa del  vianant,0.0,1.0,0.0,1.0,2.0,4581784.06,431708.45,Bicicleta,Ferit lleu,Home,Conductor,41,No hi ha causa mediata,Col.lisi¢ fronto-lateral,No s causa del  vianant; No s causa del  vianant,Bicicleta; Turismo,Desconegut; BERLINGO,Desconegut; CITROEN,Desconegut; Vermell,Desconegut; B,,,,,,,1,2010-01-22 10:00:00,41.382838289626235,2.1821250405852908
18,589,8849,2010S000590,5.0,Sarrià-Sant Gervasi,51-5-26,Sant Gervasi - Galvany,144601.0,Diagonal,0516 0516,Dimarts,2,Laboral,2010,1,Gener,26,1,Nit,No és causa del  vianant,0.0,1.0,0.0,1.0,2.0,4582957.51,429161.10,Bicicleta,Ferit lleu,Home,Conductor,29,No hi ha causa mediata,Col.lisi¢ fronto-lateral,No s causa del  vianant; No s causa del  vianant,Taxi; Bicicleta,Altea; Desconegut,SEAT; Desconegut,Groc; Negre,BTP; Desconegut,,,,,,,1,2010-01-26 01:00:00,41.39318612143157,2.1515248623387024
19,650,675,2010S000651,1.0,Ciutat Vella,14-1-4,"Sant Pere, Santa Caterina i la Ribera",198203.0,Marquès de l'Argentera,0027 0027,Dijous,4,Laboral,2010,1,Gener,28,9,Matí,No és causa del  vianant,0.0,1.0,0.0,1.0,2.0,4581870.34,431895.00,Bicicleta,Ferit lleu,Dona,Conductor,11,No hi ha causa mediata,Col.lisi¢ fronto-lateral,No s causa del  vianant; No s causa del  vianant,Bicicleta; Furgoneta,Desconegut; DOBLO,Desconegut; FIAT,Desconegut; Blanc,Desconegut; B,,,,,,,1,2010-01-28 09:00:00,41.38363127252546,2.1843462601103125
20,660,7452,2010S000661,1.0,Ciutat Vella,11-1-1,el Raval,701367.0,Raval,0035X0035X,Dijous,4,Laboral,2010,1,Gener,28,14,Tarda,No és causa del  vianant,0.0,1.0,0.0,1.0,2.0,4581104.02,430603.40,Bicicleta,Ferit lleu,Home,Conductor,37,No hi ha causa mediata,Col.lisi¢ fronto-lateral,No s causa del  vianant; No s causa del  vianant,Bicicleta; Turismo,Desconegut; Modus,Desconegut; RENAULT,Desconegut; Gris,Desconegut; B,,,,,,,1,2010-01-28 14:00:00,41.37661841022339,2.1689878081939633
21,753,65,2010S000754,10.0,Sant Martí,105-10-66,el Parc i la Llacuna del Poblenou,146902.0,Glòries Catalanes,0038X0038X,Dijous,4,Laboral,2010,1,Gener,14,2,Nit,No és causa del  vianant,0.0,1.0,0.0,1.0,2.0,4583801.08,432132.45,Bicicleta,Ferit lleu,Home,Conductor,34,No hi ha causa mediata,Col.lisi¢ lateral,No s causa del  vianant; No s causa del  vianant,Bicicleta; Turismo,Desconegut; Desconegut,Desconegut; Desconegut,Desconegut; Desconegut,Desconegut; Desconegut,,,,,,,1,2010-01-14 02:00:00,41.40104117284618,2.1869692034315107
22,897,7468,2010S000898,1.0,Ciutat Vella,12-1-2,el Barri Gòtic,34308.0,Rambla,0100 0100,Dissabte,6,Laboral,2010,2,Febrer,6,18,Tarda,No és causa del  vianant,0.0,1.0,0.0,1.0,2.0,4581532.80,430807.31,Bicicleta,Ferit lleu,Home,Conductor,31,No hi ha causa mediata,Altres,No s causa del  vianant; No s causa del  vianant,Taxi; Bicicleta,ALHAMBRA; Desconegut,SEAT; Desconegut,Groc; Desconegut,BTP; Desconegut,,,,,,,1,2010-06-02 18:00:00,41.38049794388608,2.171377202803891
23,915,4049,2010S000916,10.0,Sant Martí,105-10-67,la Vila Olímpica del Poblenou,62609.0,Icària,0119 0119,Diumenge,7,Laboral,2010,2,Febrer,7,18,Tarda,No és causa del  vianant,0.0,1.0,0.0,1.0,2.0,4582214.59,432599.15,Bicicleta,Ferit lleu,Home,Conductor,64,No hi ha causa mediata,Col.lisi¢ fronto-lateral,No s causa del  vianant; No s causa del  vianant,Turismo; Bicicleta,MONDEO; Desconegut,FORD; DECATHLON,Vermell; Altres,B; Desconegut,,,,,,,1,2010-07-02 18:00:00,41.386791409234874,2.192728873843103
24,916,4830,2010S000917,3.0,Sants-Montjuïc,34-3-18,Sants,312400.0,Sants,0089 0089,Diumenge,7,Laboral,2010,2,Febrer,7,21,Tarda,No és causa del  vianant,0.0,1.0,0.0,1.0,1.0,4580777.53,427770.56,Bicicleta,Ferit lleu,Dona,Vianant,33,Alcoholmia,Atropellament,No s causa del  vianant,Bicicleta,Desconegut,Desconegut,Verd,Desconegut,,,,,,,1,2010-07-02 21:00:00,41.3734279843624,2.1351524027724493
25,1030,870,2010S001031,3.0,Sants-Montjuïc,33-3-15,Hostafrancs,114000.0,Espanya,0005 0005,Dijous,4,Laboral,2010,2,Febrer,11,13,Matí,No és causa del  vianant,0.0,1.0,0.0,1.0,2.0,4580733.11,428762.54,Bicicleta,Ferit lleu,Dona,Conductor,19,No hi ha causa mediata,Col.lisi¢ fronto-lateral,No s causa del  vianant; No s causa del  vianant,Turismo; Bicicleta,LEON; Desconegut,SEAT; BICING,Blanc; Vermell,B; Desconegut,,,,,,,1,2010-11-02 13:00:00,41.37311630840099,2.1470190863710124
26,1158,5230,2010S001159,2.0,Eixample,23-2-8,l'Antiga Esquerra de l'Eixample,144601.0,Diagonal,0471 0473,Dimarts,2,Laboral,2010,2,Febrer,16,17,Tarda,No és causa del  vianant,0.0,1.0,0.0,1.0,1.0,4582725.85,428616.80,Bicicleta,Ferit lleu,Dona,Vianant,77,No hi ha causa mediata,Atropellament,No s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,,,,,,,1,2010-02-16 17:00:00,41.391051399797725,2.1450419589975214
27,1164,207,2010S001165,2.0,Eixample,24-2-7,la Dreta de l'Eixample,148307.0,Gràcia,0038 0040,Dimarts,2,Laboral,2010,2,Febrer,16,19,Tarda,No és causa del  vianant,0.0,1.0,0.0,1.0,2.0,4582517.75,430329.48,Bicicleta,Ferit lleu,Home,Conductor,32,No hi ha causa mediata,Col.lisi¢ fronto-lateral,No s causa del  vianant; No s causa del  vianant,Taxi; Bicicleta,ALHAMBRA; Desconegut,SEAT; Desconegut,Desconegut; Negre,BTP; Desconegut,,,,,,,1,2010-02-16 19:00:00,41.389327715582006,2.1655500252850826
28,1185,2986,2010S001186,2.0,Eixample,23-2-8,l'Antiga Esquerra de l'Eixample,23403.0,Aribau,0031 0031,Dimecres,3,Laboral,2010,2,Febrer,17,17,Tarda,No és causa del  vianant,0.0,1.0,0.0,1.0,2.0,4582070.61,429840.31,Bicicleta,Ferit lleu,Dona,Conductor,27,No hi ha causa mediata,Col.lisi¢ fronto-lateral,No s causa del  vianant; No s causa del  vianant,Motocicleta; Bicicleta,SH 125; Desconegut,HONDA; Desconegut,Negre; Gris,A1; Desconegut,,,,,,,1,2010-02-17 17:00:00,41.385257746173764,2.1597513938968116
29,1193,6732,2010S001194,7.0,Horta-Guinardó,74-7-33,el Baix Guinardó,68900.0,Cartagena,0327 0327,Dimecres,3,Laboral,2010,2,Febrer,17,18,Tarda,No és causa del  vianant,0.0,0.0,1.0,1.0,1.0,4584790.27,430921.33,Bicicleta,Ferit greu,Home,Vianant,84,No hi ha causa mediata,Atropellament,No s causa del  vianant,Bicicleta,Desconegut,Desconegut,Altres,Desconegut,,,,,,,1,2010-02-17 18:00:00,41.409847143134805,2.1723686061507683
30,1248,1501,2010S001249,5.0,Sarrià-Sant Gervasi,51-5-26,Sant Gervasi - Galvany,143904.0,General Mitre,0072 0072,Divendres,5,Laboral,2010,2,Febrer,19,18,Tarda,No és causa del  vianant,0.0,1.0,0.0,1.0,2.0,4583317.39,427560.87,Bicicleta,Ferit lleu,Home,Conductor,16,No hi ha causa mediata,Col.lisi¢ fronto-lateral,No s causa del  vianant; No s causa del  vianant,Bicicleta; Turismo,Desconegut; C3,Desconegut; CITROEN,Blanc; Verd,Desconegut; B,,,,,,,1,2010-02-19 18:00:00,41.396284935798015,2.1323415774972405
31,1283,6295,2010S001284,1.0,Ciutat Vella,12-1-2,el Barri Gòtic,34308.0,Rambla,0132 0132,Diumenge,7,Laboral,2010,2,Febrer,21,14,Tarda,No és causa del  vianant,0.0,1.0,0.0,1.0,1.0,4581775.82,430686.76,Bicicleta,Ferit lleu,Home,Vianant,30,No hi ha causa mediata,Atropellament,No s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,,,,,,,1,2010-02-21 14:00:00,41.382676337384254,2.1699078764608655
32,1333,1385,2010S001334,3.0,Sants-Montjuïc,31-3-11,el Poble Sec,116402.0,Estadi,0012 0022,Dimarts,2,Laboral,2010,2,Febrer,23,19,Tarda,No és causa del  vianant; No és causa del  vianant,0.0,2.0,0.0,2.0,2.0,4579666.00,428650.16,Motocicleta; Bicicleta,Ferit lleu; Ferit lleu,Home; Home,Conductor; Conductor,50; 19,No hi ha causa mediata,Col.lisi¢ fronto-lateral,No s causa del  vianant; No s causa del  vianant,Motocicleta; Bicicleta,FZ6; Desconegut,YAMAHA; Desconegut,Gris; Desconegut,A; Desconegut,,,,,,,1,2010-02-23 19:00:00,41.363495245424765,2.1458006477067415
33,1349,2030,2010S001350,4.0,Les Corts,43-4-21,Pedralbes,336001.0,Til·lers,0002X0002X,Dimecres,3,Laboral,2010,2,Febrer,24,13,Matí,No és causa del  vianant,0.0,1.0,0.0,1.0,2.0,4582388.29,426355.15,Bicicleta,Ferit lleu,Home,Conductor,21,No hi ha causa mediata,Col.lisi¢ fronto-lateral,No s causa del  vianant; No s causa del  vianant,Bicicleta; Turismo,Desconegut; POLO,Desconegut; VOLKSWAGEN,Negre; Blau,Desconegut; B,,,,,,,1,2010-02-24 13:00:00,41.38780726971757,2.118032492875141
34,1424,2855,2010S001425,10.0,Sant Martí,104-10-68,el Poblenou,42306.0,Bilbao,0031X0031X,Divendres,5,Laboral,2010,2,Febrer,26,19,Tarda,No és causa del  vianant,0.0,1.0,0.0,1.0,2.0,4583643.75,433548.33,Bicicleta,Ferit lleu,Home,Conductor,40,No hi ha causa mediata,Col.lisi¢ fronto-lateral,No s causa del  vianant; No s causa del  vianant,Turismo; Bicicleta,320; Desconegut,BMW; Desconegut,Vermell; Gris,B; Desconegut,,,,,,,1,2010-02-26 19:00:00,41.39974279877325,2.2039234035520856
35,1530,2523,2010S001531,3.0,Sants-Montjuïc,32-3-12,la Marina del Prat Vermell,135203.0,Foc,0068 0082,Dimecres,3,Laboral,2010,3,Març,3,17,Tarda,No és causa del  vianant,0.0,1.0,0.0,1.0,2.0,4578619.64,428149.42,Bicicleta,Ferit lleu,Home,Conductor,38,No hi ha causa mediata,Col.lisi¢ fronto-lateral,No s causa del  vianant; No s causa del  vianant,Bicicleta; Turismo,Desconegut; CAPTIVA,Desconegut; CHEVROLET,Vermell; Blanc,Desconegut; B,,,,,,,1,2010-03-03 17:00:00,41.354026473682346,2.1399377273728986
36,1531,132,2010S001532,2.0,Eixample,23-2-8,l'Antiga Esquerra de l'Eixample,363809.0,Villarroel,0181 0181,Dimecres,3,Laboral,2010,3,Març,3,18,Tarda,No és causa del  vianant,0.0,1.0,0.0,1.0,2.0,4582257.32,429095.98,Bicicleta,Ferit lleu,Home,Conductor,16,No hi ha causa mediata,Abast,No s causa del  vianant; No s causa del  vianant,Bicicleta; Turismo,Desconegut; PICANTO,DECATHLON; KIA,Gris; Marr¢,Desconegut; B,,,,,,,1,2010-03-03 18:00:00,41.38687385122266,2.1508280703422025
37,1584,7118,2010S001585,3.0,Sants-Montjuïc,32-3-13,la Marina de Port,169409.0,Corts Catalanes,0158 0158,Divendres,5,Laboral,2010,3,Març,5,10,Matí,No és causa del  vianant,0.0,1.0,0.0,1.0,2.0,4579792.18,427917.77,Bicicleta,Ferit lleu,Home,Conductor,24,No hi ha causa mediata,Altres,No s causa del  vianant; No s causa del  vianant,Bicicleta; Motocicleta,ROCKRIDER; VX 1,DECATHLON; VECTRIX,Blau; Gris,Desconegut; A,,,,,,,1,2010-05-03 10:00:00,41.36456646087017,2.137029566527294
38,1593,1775,2010S001594,1.0,Ciutat Vella,12-1-2,el Barri Gòtic,130403.0,Fontanella,0022 0022,Divendres,5,Laboral,2010,3,Març,5,16,Tarda,No és causa del  vianant,0.0,1.0,0.0,1.0,1.0,4582190.14,430836.43,Bicicleta,Ferit lleu,Dona,Vianant,42,No hi ha causa mediata,Atropellament,No s causa del  vianant,Bicicleta,Desconegut,BICING,Desconegut,Desconegut,,,,,,,1,2010-05-03 16:00:00,41.38642093390154,2.1716505083504294
39,1602,88,2010S001603,1.0,Ciutat Vella,14-1-4,"Sant Pere, Santa Caterina i la Ribera",201400.0,Picasso,0046 0046,Divendres,5,Laboral,2010,3,Març,5,19,Tarda,No és causa del  vianant; No és causa del  vianant; No és causa del  vianant,0.0,3.0,0.0,3.0,2.0,4581883.77,431894.53,Motocicleta; Bicicleta; Motocicleta,Ferit lleu; Ferit lleu; Ferit lleu,Home; Home; Home,Passatger; Conductor; Conductor,31; 17; 29,No hi ha causa mediata,Col.lisi¢ fronto-lateral,No s causa del  vianant; No s causa del  vianant,Bicicleta; Motocicleta,Desconegut; SH 150,Desconegut; HONDA,Vermell; Negre,Desconegut; A,,,,,,,1,2010-05-03 19:00:00,41.38375219331766,2.1843391317741037
40,1605,5159,2010S001606,10.0,Sant Martí,105-10-67,la Vila Olímpica del Poblenou,197302.0,Marina,0016 0016,Dissabte,6,Laboral,2010,3,Març,6,1,Nit,No és causa del  vianant,0.0,1.0,0.0,1.0,2.0,4582064.92,432893.53,Bicicleta,Ferit lleu,Home,Conductor,45,No hi ha causa mediata,Col.lisi¢ fronto-lateral,No s causa del  vianant; No s causa del  vianant,Bicicleta; Taxi,Desconegut; OCTAVIA,DECATHLON; SKODA,Gris; Groc,Desconegut; BTP,,,,,,,1,2010-06-03 01:00:00,41.38546808086431,2.1962660720556997
41,1667,4490,2010S001668,7.0,Horta-Guinardó,74-7-35,el Guinardó,194406.0,Maragall,0059 0061,Dimecres,3,Laboral,2010,3,Març,10,8,Matí,No és causa del  vianant,0.0,1.0,0.0,1.0,2.0,4585328.56,431490.08,Bicicleta,Ferit lleu,Home,Conductor,37,No hi ha causa mediata,Abast,No s causa del  vianant; No s causa del  vianant,Turismo; Bicicleta,GOLF; ROCKRIDER,VOLKSWAGEN; DECATHLON,Gris; Blanc,B; Desconegut,,,,,,,1,2010-10-03 08:00:00,41.41474420368425,2.1791118240957847
42,1711,8261,2010S001712,4.0,Les Corts,41-4-19,les Corts,162002.0,Josep Tarradellas,0091 0095,Dijous,4,Laboral,2010,3,Març,11,19,Tarda,No és causa del  vianant,0.0,1.0,0.0,1.0,1.0,4582041.36,428302.90,Bicicleta,Ferit lleu,Home,Conductor,26,No hi ha causa mediata,Caiguda (dues rodes),No s causa del  vianant,Bicicleta,Desconegut,BICING,Altres,Desconegut,,,,,,,1,2010-11-03 19:00:00,41.38485845430189,2.1413685457908413
43,1717,904,2010S001718,4.0,Les Corts,41-4-19,les Corts,92600.0,Corts,0001 0001,Divendres,5,Laboral,2010,3,Març,12,8,Matí,No és causa del  vianant,0.0,1.0,0.0,1.0,1.0,4581714.89,427210.65,Bicicleta,Ferit lleu,Home,Conductor,16,Calada en mal estat,Caiguda (dues rodes),No s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,,,,,,,1,2010-12-03 08:00:00,41.38182002142832,2.128344999593363
44,1792,8745,2010S001793,2.0,Eixample,25-2-6,la Sagrada Família,268003.0,Provença,0420 0422,Dilluns,1,Laboral,2010,3,Març,15,11,Matí,No és causa del  vianant,0.0,1.0,0.0,1.0,2.0,4583739.92,430758.28,Bicicleta,Ferit lleu,Home,Conductor,37,No hi ha causa mediata,Col.lisi¢ lateral,No s causa del  vianant; No s causa del  vianant,Turismo; Bicicleta,FORTWO; Desconegut,SMART; Desconegut,Vermell; Platejat,B; Desconegut,,,,,,,1,2010-03-15 11:00:00,41.400372770844676,2.1705383658587136
45,1825,4323,2010S001826,4.0,Les Corts,41-4-19,les Corts,144601.0,Diagonal,0632 0632,Dimarts,2,Laboral,2010,3,Març,16,15,Tarda,No és causa del  vianant; No és causa del  vianant,0.0,2.0,0.0,2.0,2.0,4582551.53,427855.84,Motocicleta; Bicicleta,Ferit lleu; Ferit lleu,Home; Dona,Conductor; Conductor,43; 19,No hi ha causa mediata,Col.lisi¢ fronto-lateral,No s causa del  vianant; No s causa del  vianant,Motocicleta; Bicicleta,BANDIT; Desconegut,SUZUKI; Desconegut,Negre; Groc,A; Desconegut,,,,,,,1,2010-03-16 15:00:00,41.38941346348016,2.135961233304073
46,1858,4775,2010S001859,3.0,Sants-Montjuïc,32-3-12,la Marina del Prat Vermell,180.0,A Zona Franca,0104 0106,Diumenge,7,Laboral,2010,3,Març,14,11,Matí,No és causa del  vianant,0.0,1.0,0.0,1.0,1.0,4577196.98,428496.98,Bicicleta,Ferit lleu,Home,Conductor,36,No hi ha causa mediata,Altres,No s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,,,,,,,1,2010-03-14 11:00:00,41.34124394160015,2.1442596591485734
